0,250,50,10,0,100,8,0,20.34,1
1,250,50,10,0,100,8,1,26.69,1
2,250,50,10,0,100,8,2,24.75,1
3,250,50,10,0,80,8,0,20.04,1
4,250,50,10,0,80,8,1,19.54,1
5,250,50,10,0,80,8,2,16.60,1
6,250,50,10,0,60,8,0,20.40,1
7,250,50,10,0,60,8,1,17.82,1
8,250,50,10,0,60,8,2,17.52,1
9,250,50,10,0,50,8,0,20.24,1
10,250,50,10,0,50,8,1,20.62,1
11,250,50,10,0,50,8,2,17.69,1
12,250,50,10,2,100,8,0,25.34,1
13,250,50,10,2,100,8,1,26.95,1
14,250,50,10,2,100,8,2,19.86,1
15,250,50,10,2,80,8,0,21.70,1
16,250,50,10,2,80,8,1,27.55,1
17,250,50,10,2,80,8,2,30.89,1
18,250,50,10,2,60,8,0,15.42,1
19,250,50,10,2,60,8,1,14.90,1
20,250,50,10,2,60,8,2,16.87,1
21,250,50,10,2,50,8,0,26.47,1
22,250,50,10,2,50,8,1,26.06,1
23,250,50,10,2,50,8,2,25.96,1
24,250,50,10,4,100,8,0,25.79,1
25,250,50,10,4,100,8,1,24.92,1
26,250,50,10,4,100,8,2,17.98,1
27,250,50,10,4,80,8,0,22.40,1
28,250,50,10,4,80,8,1,31.98,1
29,250,50,10,4,80,8,2,25.41,1
30,250,50,10,4,60,8,0,19.09,1
31,250,50,10,4,60,8,1,26.11,1
32,250,50,10,4,60,8,2,19.38,1
33,250,50,10,4,50,8,0,27.96,1
34,250,50,10,4,50,8,1,26.79,1
35,250,50,10,4,50,8,2,27.24,1
36,250,50,10,8,100,8,0,26.40,1
37,250,50,10,8,100,8,1,24.85,1
38,250,50,10,8,100,8,2,17.44,1
39,250,50,10,8,80,8,0,26.61,1
40,250,50,10,8,80,8,1,40.30,0
41,250,50,10,8,80,8,2,32.67,0
42,250,50,10,8,60,8,0,18.40,1
43,250,50,10,8,60,8,1,17.29,1
44,250,50,10,8,60,8,2,26.76,1
45,250,50,10,8,50,8,0,25.29,1
46,250,50,10,8,50,8,1,32.88,0
47,250,50,10,8,50,8,2,30.71,1
48,250,50,10,16,100,8,0,25.01,1
49,250,50,10,16,100,8,1,27.47,1
50,250,50,10,16,100,8,2,50.06,0
51,250,50,10,16,80,8,0,35.14,0
52,250,50,10,16,80,8,1,44.98,0
53,250,50,10,16,80,8,2,41.08,0
54,250,50,10,16,60,8,0,54.91,0
55,250,50,10,16,60,8,1,31.07,1
56,250,50,10,16,60,8,2,46.75,1
57,250,50,10,16,50,8,0,35.28,0
58,250,50,10,16,50,8,1,51.03,0
59,250,50,10,16,50,8,2,25.89,1
60,250,50,10,32,100,8,0,31.59,0
61,250,50,10,32,100,8,1,25.97,0
62,250,50,10,32,100,8,2,30.99,0
63,250,50,10,32,80,8,0,26.57,0
64,250,50,10,32,80,8,1,40.92,0
65,250,50,10,32,80,8,2,31.00,0
66,250,50,10,32,60,8,0,27.52,0
67,250,50,10,32,60,8,1,35.98,0
68,250,50,10,32,60,8,2,25.84,1
69,250,50,10,32,50,8,0,41.02,0
70,250,50,10,32,50,8,1,29.76,1
71,250,50,10,32,50,8,2,36.79,0
